Nombre,Slug,Tipo_actual,Tipo_propuesto,Servicio_1,Servicio_2,Servicio_3
"El Templo by Zen Estétic",el-templo-by-zen-estetic,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Elena Álvarez Alma Ayurveda",elena-alvarez-alma-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Elite Pilates",elite-pilates,yoga,pilates,"Yoga","Pilates",""
"elix pilates",elix-pilates,yoga,pilates,"Yoga","Pilates",""
"Emmanuelle Maurin",emmanuelle-maurin,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"EMPI SPORTS CENTER",empi-sports-center,yoga,pilates,"Yoga","Pilates",""
"En Buenas Manos fisioterapia y osteopatia",en-buenas-manos-fisioterapia-y-osteopati,yoga,pilates,"Yoga","Pilates",""
"Encuentra tu equilibrio by Eva Salmerón | Terapia emocional LNT® I Masajes I Neurodanza",encuentra-tu-equilibrio-by-eva-salmeron-,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Endorfina Club Bristol",endorfina-club-bristol,yoga,yoga,"Yoga","Pilates",""
"Energía Zen",energia-zen,yoga,yoga,"Yoga","Pilates",""
"Energym Zamora Fitness Club S.L.",energym-zamora-fitness-club-s-l,yoga,pilates,"Yoga","Pilates",""
"Enne Pilates",enne-pilates,yoga,pilates,"Yoga","Pilates",""
"Entrenaconfei",entrenaconfei,yoga_meditation,pilates,"Yoga","Pilates",""
"Entrenactiva (pilates y entrenamiento)",entrenactiva-pilates-y-entrenamiento,yoga,pilates,"Yoga","Pilates",""
"Entrenamiento personal en Valladolid JYM PERFORMANCE CLUB, S.L.",entrenamiento-personal-en-valladolid-jym,yoga,yoga,"Yoga","Pilates",""
"EQM",eqm,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Equilibrium Cosment",equilibrium-cosment,yoga,yoga,"Yoga","Pilates",""
"EQUÓN Fisioterapia & Salud",equon-fisioterapia-salud,yoga,pilates,"Yoga","Pilates",""
"Escola de Ioga i Salut Integral - Yoga a Sabadell",escola-de-ioga-i-salut-integral-yoga-a-s,yoga,yoga,"Yoga","Pilates",""
"Escuela de Yoga Ananda",escuela-de-yoga-ananda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Escuela de Yoga Integral Mahashakti",escuela-de-yoga-integral-mahashakti,yoga,yoga,"Yoga","Pilates",""
"Escuela de Yoga Ling Natural YOGA - Centro de Bienestar y Yoga Adaptado",escuela-de-yoga-ling-natural-yoga-centro,yoga,yoga,"Yoga","Pilates",""
"Escuela de Yoga y Ayurveda. La Voluntad del Alma",escuela-de-yoga-y-ayurveda-la-voluntad-d,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Escuela Española de Yoga Terapéutico y Ayurveda",escuela-espanola-de-yoga-terapeutico-y-a,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Escuela Mi retiro de yoga",escuela-mi-retiro-de-yoga,yoga,yoga,"Yoga","Pilates",""
"Escuela Nidhan - Pamplona",escuela-nidhan-pamplona,yoga,yoga,"Yoga","Pilates",""
"Escuela Superior de Ayurveda",escuela-superior-de-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Espacio Arcadia: Yoga y Pilates Coruña",espacio-arcadia-yoga-y-pilates-coruna,yoga,yoga,"Yoga","Pilates",""
"Espacio Core María Plaza",espacio-core-maria-plaza,yoga_meditation,pilates,"Yoga","Pilates",""
"Espacio de Movimiento y Bienestar Ainhoa Iturgaiz",espacio-de-movimiento-y-bienestar-ainhoa,yoga,yoga,"Yoga","Pilates",""
"Espacio Nadia",espacio-nadia,yoga,yoga,"Yoga","Pilates",""
"Espacio Para El Yoga",espacio-para-el-yoga,yoga,yoga,"Yoga","Pilates",""
"Espacio Shantala",espacio-shantala,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Espai Món Sà",espai-mon-sa,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Espai Sangha, ioga, meditació, massatges i terapia",espai-sangha-ioga-meditacio-massatges-i-,yoga,yoga,"Yoga","Pilates",""
"Espai Yoga Barcelona",espai-yoga-barcelona,yoga,yoga,"Yoga","Pilates",""
"Espasana Natural",espasana-natural,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"ESPIRITU PILATES",espiritu-pilates,yoga,pilates,"Yoga","Pilates",""
"Essenta FisioSalud | Clínica de Fisioterapia y Pilates en Santa Cruz de Tenerife",essenta-fisiosalud-clinica-de-fisioterap,yoga,pilates,"Yoga","Pilates",""
"Estudio Aequus 1: RGM Training más que Pilates en Mallorca",estudio-aequus-1-rgm-training-mas-que-pi,yoga,pilates,"Yoga","Pilates",""
"Estudio Aequus 2: RGM Training más que Pilates en Mallorca",estudio-aequus-2-rgm-training-mas-que-pi,yoga,pilates,"Yoga","Pilates",""
"Estudio arete pilates",estudio-arete-pilates,yoga,pilates,"Yoga","Pilates",""
"Estudio de Pilates e Hipopresivos Mercedes Toledo",estudio-de-pilates-e-hipopresivos-merced,yoga,pilates,"Yoga","Pilates",""
"Estudio de Yoga con Pilar Valencia",estudio-de-yoga-con-pilar-valencia,yoga,yoga,"Yoga","Pilates",""
"Estudio Ganesha Sevilla. Clases de Pilates y Yoga. Coaching. Dietética nutrición.",estudio-ganesha-sevilla-clases-de-pilate,yoga,yoga,"Yoga","Pilates",""
"Estudio Pilates Irache Sádaba",estudio-pilates-irache-sadaba,yoga,pilates,"Yoga","Pilates",""
"ESTUDIO PILATES MÁLAGA - Auténtico Método Pilates",estudio-pilates-malaga-autentico-metodo-,yoga,pilates,"Yoga","Pilates",""
"ETP ENCUENTRA TU POTENCIAL Centro Coaching Deportivo (Yoga, Pilates, Calistenia y Acondicionamiento Físico)",etp-encuentra-tu-potencial-centro-coachi,yoga,yoga,"Yoga","Pilates",""
"Evasiom Spa",evasiom-spa,spa,ayurveda,"Ayurveda","Spa",""
"Evolución TIR - Ariel Jaenisch F.",evolucion-tir-ariel-jaenisch-f,yoga,yoga,"Yoga","Pilates",""
"Exon Fitness",exon-fitness,yoga,yoga,"Yoga","Pilates",""
"Fanny Ros Ayurveda",fanny-ros-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Fidias Center Puerto de Santa María",fidias-center-puerto-de-santa-maria,yoga,pilates,"Yoga","Pilates",""
"FIGA yoga studio - navakarana Sagrada Familia",figa-yoga-studio-navakarana-sagrada-fami,yoga,yoga,"Yoga","Pilates",""
"Fisio Ágil - Clínica de Fisioterapia",fisio-agil-clinica-de-fisioterapia,yoga,pilates,"Yoga","Pilates",""
"Fisio&well",fisio-well,yoga_meditation,pilates,"Yoga","Pilates",""
"FISIOBAHÍA: Centro de Fisioterapia , Osteopatía y Suelo Pélvico en el Puerto Santa María",fisiobahia-centro-de-fisioterapia-osteop,yoga,yoga,"Yoga","Pilates",""
"FISIOCERCEDA",fisiocerceda,yoga,pilates,"Yoga","Pilates",""
"Fisiofine Fisioterapia Guadalajara",fisiofine-fisioterapia-guadalajara,yoga,pilates,"Yoga","Pilates",""
"FisioJardín Fisioterapia y Movimiento",fisiojardin-fisioterapia-y-movimiento,yoga,yoga,"Yoga","Pilates",""
"FisioMove",fisiomove,yoga,pilates,"Yoga","Pilates",""
"FISIOreq",fisioreq,yoga,pilates,"Yoga","Pilates",""
"FISIOTERAPIA ,ESTUDIO DE PILATES Y ENTRENAMIENTO FUNCIONAL",fisioterapia-estudio-de-pilates-y-entren,yoga,yoga,"Yoga","Pilates",""
"Fisioterapia Athenea",fisioterapia-athenea,yoga,pilates,"Yoga","Pilates",""
"Fisioterapia Avanzada y Pilates Terapéutico Salud Activa",fisioterapia-avanzada-y-pilates-terapeut,yoga_meditation,pilates,"Yoga","Pilates",""
"Fisioterapia Casado Nájera (Fisioterapia en Almería)",fisioterapia-casado-najera-fisioterapia-,yoga,pilates,"Yoga","Pilates",""
"Fisioterapia Castellón | Centro Lledó",fisioterapia-castellon-centro-lledo,yoga,pilates,"Yoga","Pilates",""
"FISIOTERAPIA DEL VALLE",fisioterapia-del-valle,yoga_meditation,pilates,"Yoga","Pilates",""
"Fisioterapia María Vega",fisioterapia-maria-vega,yoga,pilates,"Yoga","Pilates",""
"Fisioterapia Martínez Blanco",fisioterapia-martinez-blanco,yoga,yoga,"Yoga","Pilates",""
"Fisioterapia Origen La Loma",fisioterapia-origen-la-loma,yoga,pilates,"Yoga","Pilates",""
"Fisioterapia Osteopatía Pilates Peñarrubia ✅",fisioterapia-osteopatia-pilates-penarrub,yoga,yoga,"Yoga","Pilates",""
"Fisioterapia Osteopatía Pilates Peñarrubia San Antón ✅",fisioterapia-osteopatia-pilates-penarrub-1,yoga,yoga,"Yoga","Pilates",""
"Fisioterapia Osteopatía y Pilates Murcia Infante | DENUEVO Siéntete bien",fisioterapia-osteopatia-y-pilates-murcia,yoga,yoga,"Yoga","Pilates",""
"Fisioterapia Pilates Santa Cruz FisioProyectos | Centro de Fisioterapia y Pilates en Santa Cruz de Tenerife",fisioterapia-pilates-santa-cruz-fisiopro,yoga,pilates,"Yoga","Pilates",""
"Fisioterapia y Pilates Aleceya",fisioterapia-y-pilates-aleceya,yoga,yoga,"Yoga","Pilates",""
"Fisioterapia y pilates CUERPOSANO",fisioterapia-y-pilates-cuerposano,yoga,yoga,"Yoga","Pilates",""
"FisNatur",fisnatur,yoga,yoga,"Yoga","Pilates",""
"Fit Pilates Studio Maspalomas",fit-pilates-studio-maspalomas,yoga,yoga,"Yoga","Pilates",""
"FIT.IT.WOMAN PILATES",fit-it-woman-pilates,yoga,pilates,"Yoga","Pilates",""
"Fitness 2.0",fitness-2-0,yoga,pilates,"Yoga","Pilates",""
"Fitness Center Health Club",fitness-center-health-club,yoga,pilates,"Yoga","Pilates",""
"Fitness Maxo´s Gym Puerto del Rosario",fitness-maxo-s-gym-puerto-del-rosario,yoga,pilates,"Yoga","Pilates",""
"FITNESS ONE CENTER BENICARLO",fitness-one-center-benicarlo,yoga,pilates,"Yoga","Pilates",""
"Fitness Park",fitness-park,yoga,pilates,"Yoga","Pilates",""
"Fitness Park Gran Canaria - Vecindario",fitness-park-gran-canaria-vecindario,yoga,pilates,"Yoga","Pilates",""
"Fitness Park Lleida Plaza - Noguerola",fitness-park-lleida-plaza-noguerola,yoga,pilates,"Yoga","Pilates",""
"Fitness Place Sport Center",fitness-place-sport-center,yoga,pilates,"Yoga","Pilates",""
"Fitness Salud",fitness-salud,yoga,pilates,"Yoga","Pilates",""
"FitnessLife Guadalajara",fitnesslife-guadalajara,yoga,yoga,"Yoga","Pilates",""
"Fleur De Lumière",fleur-de-lumiere,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Flor de Lluna Teràpies",flor-de-lluna-terapies,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Flow Training Pilates Faro",flow-training-pilates-faro,yoga,pilates,"Yoga","Pilates",""
"Flow with Faye… Yoga & Wellbeing",flow-with-faye-yoga-wellbeing,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Flowsurfproject Fuerteventura",flowsurfproject-fuerteventura,yoga,yoga,"Yoga","Pilates",""
"Forlife - Ginásio em Viseu",forlife-ginasio-em-viseu,yoga,yoga,"Yoga","Pilates",""
"Fraile Gym Tomelloso",fraile-gym-tomelloso,yoga,yoga,"Yoga","Pilates",""
"Fran Barahona Ayurveda Spa",fran-barahona-ayurveda-spa,spa,ayurveda,"Ayurveda","Spa",""
"FT STUDIO - Pilates & Personal Training",ft-studio-pilates-personal-training,yoga,yoga,"Yoga","Pilates",""
"Full Vitality Spa - Home Massage Service Marbella",full-vitality-spa-home-massage-service-m,spa,ayurveda,"Ayurveda","Spa",""
"FULL VITALITY SPA SIERRA NEVADA",full-vitality-spa-sierra-nevada,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Ganesha Experience",ganesha-experience,yoga,yoga,"Yoga","Pilates",""
"Gemburu Wellness",gemburu-wellness,spa,ayurveda,"Ayurveda","Spa",""
"GIMNAS CAMPILLO SPORT - CLUB ESPORTIU MOLLERUSSA",gimnas-campillo-sport-club-esportiu-moll,yoga,pilates,"Yoga","Pilates",""
"Gimnasio AltaFit Albacete Mariana Pineda",gimnasio-altafit-albacete-mariana-pineda,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Arnold Fit Gym Los Cristianos",gimnasio-arnold-fit-gym-los-cristianos,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Ballester",gimnasio-ballester,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Body Fitness",gimnasio-body-fitness,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Esfera La Roda",gimnasio-esfera-la-roda,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Forma Salamanca",gimnasio-forma-salamanca,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Free Time",gimnasio-free-time,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Infinit Fitness Magic World - Abierto 24 horas",gimnasio-infinit-fitness-magic-world-abi,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Kata",gimnasio-kata,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Kronos",gimnasio-kronos,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Limite",gimnasio-limite,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Liza Fitness Gran Vía",gimnasio-liza-fitness-gran-via,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Lugo",gimnasio-lugo,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Miguelturra",gimnasio-miguelturra,yoga,yoga,"Yoga","Pilates",""
"GIMNASIO OLIMPIA SQUASH",gimnasio-olimpia-squash,yoga,yoga,"Yoga","Pilates",""
"GIMNASIO PEDREGAL COLLOTO",gimnasio-pedregal-colloto,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Cuenca - Calle Jose Cobo",gimnasio-sparta-sport-center-cuenca-call,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Cuenca - Centro Comercial El Mirador",gimnasio-sparta-sport-center-cuenca-cent,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Jaca",gimnasio-sparta-sport-center-jaca,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Logroño",gimnasio-sparta-sport-center-logrono,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Palencia - Calle José Zorrilla",gimnasio-sparta-sport-center-palencia-ca,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Palencia - Calle Mayor",gimnasio-sparta-sport-center-palencia-ca-1,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Pamplona - Calle Estella",gimnasio-sparta-sport-center-pamplona-ca,yoga,pilates,"Yoga","Pilates",""
"Gimnasio Sparta Sport Center Soria",gimnasio-sparta-sport-center-soria,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Sport Club Fontana",gimnasio-sport-club-fontana,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Sportia Cordón 5",gimnasio-sportia-cordon-5,yoga,pilates,"Yoga","Pilates",""
"GIMNASIO TEMPLARIUM PONFERRADA",gimnasio-templarium-ponferrada,yoga,pilates,"Yoga","Pilates",""
"Gimnasio VivaGym Estadio",gimnasio-vivagym-estadio,yoga,yoga,"Yoga","Pilates",""
"Gimnasio VivaGym Gran Capitán",gimnasio-vivagym-gran-capitan,yoga,yoga,"Yoga","Pilates",""
"Gimnasio VivaGym Parque Abelardo",gimnasio-vivagym-parque-abelardo,yoga,yoga,"Yoga","Pilates",""
"Gimnasio VivaGym San Roque",gimnasio-vivagym-san-roque,yoga,yoga,"Yoga","Pilates",""
"Gimnasio VivaGym Torrelavega",gimnasio-vivagym-torrelavega,yoga,yoga,"Yoga","Pilates",""
"Gimnasio Xtreme 2",gimnasio-xtreme-2,yoga,yoga,"Yoga","Pilates",""
"Ginásio 100% Health Club",ginasio-100-health-club,yoga,yoga,"Yoga","Pilates",""
"GO GYM&FIT",go-gym-fit,yoga,yoga,"Yoga","Pilates",""
"Gobinde Yoga",gobinde-yoga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"GONAN YOGA",gonan-yoga,yoga,yoga,"Yoga","Pilates",""
"Gózate Yoga y Bienestar",gozate-yoga-y-bienestar,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"GranaYoga | Bienestar Integral",granayoga-bienestar-integral,yoga,yoga,"Yoga","Pilates",""
"Grow Yoga Barcelona",grow-yoga-barcelona,yoga,yoga,"Yoga","Pilates",""
"Guruveda Yoga",guruveda-yoga,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Gym and Sports Center Lanefit",gym-and-sports-center-lanefit,yoga,pilates,"Yoga","Pilates",""
"Gym Elite Puertollano",gym-elite-puertollano,yoga,yoga,"Yoga","Pilates",""
"GYM FITNESS CENTER TOLEDO",gym-fitness-center-toledo,yoga,yoga,"Yoga","Pilates",""
"Gym Garage Gym Club ( Playa Blanca - Lanzarote)",gym-garage-gym-club-playa-blanca-lanzaro,yoga,yoga,"Yoga","Pilates",""
"Gym Tres Cruces",gym-tres-cruces,yoga,pilates,"Yoga","Pilates",""
"Hacia tu paz interior: Yoga - Sonidos - Retiros",hacia-tu-paz-interior-yoga-sonidos-retir,yoga,yoga,"Yoga","Pilates",""
"Haridayam, Ioga i Meditació",haridayam-ioga-i-meditacio,yoga,yoga,"Yoga","Pilates",""
"Hatha Yoga Málaga",hatha-yoga-malaga,yoga,yoga,"Yoga","Pilates",""
"Health & Pilates",health-pilates,yoga,pilates,"Yoga","Pilates",""
"Health Forest Worldwide",health-forest-worldwide,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Herbodietètica Pronaturas",herbodietetica-pronaturas,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Herbolario Mare Nostrum",herbolario-mare-nostrum,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Hermes Fisioterapia",hermes-fisioterapia,yoga_meditation,pilates,"Yoga","Pilates",""
"HOLISTIC CENTER BODY & MIND",holistic-center-body-mind,yoga,yoga,"Yoga","Pilates",""
"Hotel Spa Río Ucero",hotel-spa-rio-ucero,yoga,yoga,"Yoga","Pilates",""
"Ignis Gym",ignis-gym,yoga,pilates,"Yoga","Pilates",""
"Illa Harmonia",illa-harmonia,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"imaGym Puertollano |Centro",imagym-puertollano-centro,yoga,pilates,"Yoga","Pilates",""
"imaGym Teruel |Universidad",imagym-teruel-universidad,yoga,yoga,"Yoga","Pilates",""
"imaGym Torrelavega-Zapatón",imagym-torrelavega-zapaton,yoga,pilates,"Yoga","Pilates",""
"imohe · Instituto de Salud, Medicina y Oncología Holística",imohe-instituto-de-salud-medicina-y-onco,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Inacua Aranda de Duero",inacua-aranda-de-duero,yoga,yoga,"Yoga","Pilates",""
"inbo Pilates y Fisio",inbo-pilates-y-fisio,yoga,pilates,"Yoga","Pilates",""
"Infinity Fitness Life Montilla",infinity-fitness-life-montilla,yoga,yoga,"Yoga","Pilates",""
"Inma Tarancón - Fisioterapia y Osteopatía",inma-tarancon-fisioterapia-y-osteopatia,yoga,yoga,"Yoga","Pilates",""
"Inma Yago Juan - Pilates Aereo en Yecla",inma-yago-juan-pilates-aereo-en-yecla,yoga,yoga,"Yoga","Pilates",""
"Institut de Salut Holística Rosselló",institut-de-salut-holistica-rossello,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Instituto Europeo Neoyoga",instituto-europeo-neoyoga,yoga,yoga,"Yoga","Pilates",""
"InterClub",interclub,yoga,yoga,"Yoga","Pilates",""
"Invictus Sport Center",invictus-sport-center,yoga,pilates,"Yoga","Pilates",""
"INVICTUS TraininGym.",invictus-trainingym,yoga,pilates,"Yoga","Pilates",""
"Iron Gym",iron-gym,yoga,yoga,"Yoga","Pilates",""
"Isabelle Moulin - Psycho-énergéticienne - Perpignan",isabelle-moulin-psycho-energeticienne-pe,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Isaniyama yoga y terapias",isaniyama-yoga-y-terapias,yoga,yoga,"Yoga","Pilates",""
"Ishvara Yoga y Terapias",ishvara-yoga-y-terapias,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"iTRAINING - ALICANTE PAU 1 - YOGA & BARRE",itraining-alicante-pau-1-yoga-barre,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Izabel Yogizayurveda",izabel-yogizayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Janeth Solá Ayurveda y Acupuntura",janeth-sola-ayurveda-y-acupuntura,spa,ayurveda,"Ayurveda","Spa",""
"Jardí de Hara",jardi-de-hara,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Jayna Thérapeute Ayurvedique",jayna-therapeute-ayurvedique,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Jorge Garcia Personal Trainer",jorge-garcia-personal-trainer,yoga,pilates,"Yoga","Pilates",""
"Kalma Fisioterapia Lanzarote",kalma-fisioterapia-lanzarote,yoga,pilates,"Yoga","Pilates",""
"KANIKA YOGA",kanika-yoga,yoga,yoga,"Yoga","Pilates",""
"Katia Carini - Masaje | Ayurveda | Reiki",katia-carini-masaje-ayurveda-reiki,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Kika Mas Centro de Bienestar - Naturopatía y Masajes",kika-mas-centro-de-bienestar-naturopatia,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Kinetica Integral Health",kinetica-integral-health,yoga,pilates,"Yoga","Pilates",""
"Kiovanatura",kiovanatura,yoga,yoga,"Yoga","Pilates",""
"Klinos Fisioterapia- osteopathy Infant Colic",klinos-fisioterapia-osteopathy-infant-co,yoga,pilates,"Yoga","Pilates",""
"Knowa Pilates Studio Tegueste",knowa-pilates-studio-tegueste,yoga,pilates,"Yoga","Pilates",""
"KRANTI OLEA. Yoga y Bienestar",kranti-olea-yoga-y-bienestar,yoga,yoga,"Yoga","Pilates",""
"Kundalini Yoga Studio",kundalini-yoga-studio,yoga,yoga,"Yoga","Pilates",""
"Kundalini Yoga. Restaurativo. Meditación y Gong.Movimiento Sentido ( Estiramientos y Movilidad )",kundalini-yoga-restaurativo-meditacion-y,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"L*Mental Pilates Studio",l-mental-pilates-studio,yoga,pilates,"Yoga","Pilates",""
"La Caléndula Pilates Y Yoga",la-calendula-pilates-y-yoga,yoga,yoga,"Yoga","Pilates",""
"La Carismática",la-carismatica,yoga,yoga,"Yoga","Pilates",""
"La Kabilia Studios",la-kabilia-studios,yoga,yoga,"Yoga","Pilates",""
"La Molineta Agua y Salud",la-molineta-agua-y-salud,yoga,pilates,"Yoga","Pilates",""
"La Palma Parami",la-palma-parami,spa,ayurveda,"Ayurveda","Spa",""
"La Rueda Natural",la-rueda-natural,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Lamiya Wellness & Social Club",lamiya-wellness-social-club,yoga,yoga,"Yoga","Pilates",""
"LAOLA",laola,yoga,yoga,"Yoga","Pilates",""
"Laura Álvarez Nutrición Ayurveda",laura-alvarez-nutricion-ayurveda,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Lazy Nursing Homes",lazy-nursing-homes,yoga,yoga,"Yoga","Pilates",""
"Lemon Yoga Sevilla",lemon-yoga-sevilla,yoga,yoga,"Yoga","Pilates",""
"Les mains de Sarah",les-mains-de-sarah,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Leticia Pérez Estudio de Danza y Pilates",leticia-perez-estudio-de-danza-y-pilates,yoga_meditation,pilates,"Yoga","Pilates",""
"Liashi",liashi,yoga,yoga,"Yoga","Pilates",""
"LIFE & SPORT",life-sport,yoga,yoga,"Yoga","Pilates",""
"Lighthouse Yoga",lighthouse-yoga,yoga,yoga,"Yoga","Pilates",""
"Living Yoga Studio",living-yoga-studio,meditation,yoga,"Yoga","Pilates",""
"Locomotiva",locomotiva,yoga,yoga,"Yoga","Pilates",""
"Lori Sjollema",lori-sjollema,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Loto Azul Wellness - Terapias alternativas, gravedad cero, haloterapia, danzaterapia y masajes ayurvédicos en Almería.",loto-azul-wellness-terapias-alternativas,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"Lotus, Centro de Ayurveda Yoga y Crecimiento Personal",lotus-centro-de-ayurveda-yoga-y-crecimie,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"LUIRÉ Studio Pilates LSG",luire-studio-pilates-lsg,yoga,pilates,"Yoga","Pilates",""
"Luxor Madrid",luxor-madrid,spa,ayurveda,"Ayurveda","Spa",""
"LUZ CHURRUCA",luz-churruca,meditation,ayurveda,"Ayurveda","Yoga","Pilates"
"M2 Centro Deportivo",m2-centro-deportivo,yoga,pilates,"Yoga","Pilates",""
